https://en.wikipedia.org/wiki/Abiotic_component 
https://en.wikipedia.org/wiki/Abiotic_component,
https://en.wikipedia.org/wiki/Abiotic_component,biology
https://en.wikipedia.org/wiki/Abiotic_component,ecology
https://en.wikipedia.org/wiki/Abiotic_component,physical
https://en.wikipedia.org/wiki/Abiotic_component,environment
https://en.wikipedia.org/wiki/Abiotic_component,organisms
https://en.wikipedia.org/wiki/Abiotic_component,ecosystems
https://en.wikipedia.org/wiki/Abiotic_component,resources
https://en.wikipedia.org/wiki/Abiotic_component,growth
https://en.wikipedia.org/wiki/Abiotic_component,maintenance
https://en.wikipedia.org/wiki/Abiotic_component,reproduction
https://en.wikipedia.org/wiki/Abiotic_component,chemical
https://en.wikipedia.org/wiki/Abiotic_component,physical processes
https://en.wikipedia.org/wiki/Abiotic_component,hydrolysis
https://en.wikipedia.org/wiki/Abiotic_component,humidity
https://en.wikipedia.org/wiki/Abiotic_component,atmosphere
https://en.wikipedia.org/wiki/Abiotic_component,acidity
https://en.wikipedia.org/wiki/Abiotic_component,C3
https://en.wikipedia.org/wiki/Abiotic_component,C4
https://en.wikipedia.org/wiki/Abiotic_component,CAM
https://en.wikipedia.org/wiki/Abiotic_component,carbon dioxide
https://en.wikipedia.org/wiki/Abiotic_component,Calvin-Benson Cycle
https://en.wikipedia.org/wiki/Abiotic_component,photorespiration
https://en.wikipedia.org/wiki/Abiotic_component,PEP Carboxylase
https://en.wikipedia.org/wiki/Abiotic_component,photosynthetic
https://en.wikipedia.org/wiki/Abiotic_component,Archea
https://en.wikipedia.org/wiki/Abiotic_component,sulfur
https://en.wikipedia.org/wiki/Abiotic_component,fungi
https://en.wikipedia.org/wiki/Abiotic_component,temperate rain forests
https://en.wikipedia.org/wiki/Abiotic_component,deserts
https://en.wikipedia.org/wiki/Abiotic_component,salinity
https://en.wikipedia.org/wiki/Abiotic_component,speciation
https://en.wikipedia.org/wiki/Abiotic_component,Abiotic component
https://en.wikipedia.org/wiki/Abiotic_component,Biotic component
https://en.wikipedia.org/wiki/Abiotic_component,Abiogenesis
https://en.wikipedia.org/wiki/Abiotic_component,Nitrogen cycle
https://en.wikipedia.org/wiki/Abiotic_component,Phosphorus cycle
https://en.wikipedia.org/wiki/Abiotic_component,doi
https://en.wikipedia.org/wiki/Abiotic_component,PMC
https://en.wikipedia.org/wiki/Abiotic_component,PMID
https://en.wikipedia.org/wiki/Abiotic_component,University of the Western Cape
https://en.wikipedia.org/wiki/Abiotic_component,JSTOR
https://en.wikipedia.org/wiki/Abiotic_component,v
https://en.wikipedia.org/wiki/Abiotic_component,t
https://en.wikipedia.org/wiki/Abiotic_component,Ecology
https://en.wikipedia.org/wiki/Abiotic_component,Modelling ecosystems
https://en.wikipedia.org/wiki/Abiotic_component,Trophic
https://en.wikipedia.org/wiki/Abiotic_component,Abiotic stress
https://en.wikipedia.org/wiki/Abiotic_component,Behaviour
https://en.wikipedia.org/wiki/Abiotic_component,Biogeochemical cycle
https://en.wikipedia.org/wiki/Abiotic_component,Biomass
https://en.wikipedia.org/wiki/Abiotic_component,Biotic stress
https://en.wikipedia.org/wiki/Abiotic_component,Carrying capacity
https://en.wikipedia.org/wiki/Abiotic_component,Competition
https://en.wikipedia.org/wiki/Abiotic_component,Ecosystem
https://en.wikipedia.org/wiki/Abiotic_component,Ecosystem ecology
https://en.wikipedia.org/wiki/Abiotic_component,Ecosystem model
https://en.wikipedia.org/wiki/Abiotic_component,Keystone species
https://en.wikipedia.org/wiki/Abiotic_component,List of feeding behaviours
https://en.wikipedia.org/wiki/Abiotic_component,Metabolic theory of ecology
https://en.wikipedia.org/wiki/Abiotic_component,Productivity
https://en.wikipedia.org/wiki/Abiotic_component,Resource
https://en.wikipedia.org/wiki/Abiotic_component,Producers
https://en.wikipedia.org/wiki/Abiotic_component,Autotrophs
https://en.wikipedia.org/wiki/Abiotic_component,Chemosynthesis
https://en.wikipedia.org/wiki/Abiotic_component,Chemotrophs
https://en.wikipedia.org/wiki/Abiotic_component,Foundation species
https://en.wikipedia.org/wiki/Abiotic_component,Mixotrophs
https://en.wikipedia.org/wiki/Abiotic_component,Myco-heterotrophy
https://en.wikipedia.org/wiki/Abiotic_component,Mycotroph
https://en.wikipedia.org/wiki/Abiotic_component,Organotrophs
https://en.wikipedia.org/wiki/Abiotic_component,Photoheterotrophs
https://en.wikipedia.org/wiki/Abiotic_component,Photosynthesis
https://en.wikipedia.org/wiki/Abiotic_component,Photosynthetic efficiency
https://en.wikipedia.org/wiki/Abiotic_component,Phototrophs
https://en.wikipedia.org/wiki/Abiotic_component,Primary nutritional groups
https://en.wikipedia.org/wiki/Abiotic_component,Primary production
https://en.wikipedia.org/wiki/Abiotic_component,Consumers
https://en.wikipedia.org/wiki/Abiotic_component,Apex predator
https://en.wikipedia.org/wiki/Abiotic_component,Bacterivore
https://en.wikipedia.org/wiki/Abiotic_component,Carnivores
https://en.wikipedia.org/wiki/Abiotic_component,Chemoorganotroph
https://en.wikipedia.org/wiki/Abiotic_component,Foraging
https://en.wikipedia.org/wiki/Abiotic_component,Generalist and specialist species
https://en.wikipedia.org/wiki/Abiotic_component,Intraguild predation
https://en.wikipedia.org/wiki/Abiotic_component,Herbivores
https://en.wikipedia.org/wiki/Abiotic_component,Heterotroph
https://en.wikipedia.org/wiki/Abiotic_component,Heterotrophic nutrition
https://en.wikipedia.org/wiki/Abiotic_component,Insectivore
https://en.wikipedia.org/wiki/Abiotic_component,Mesopredators
https://en.wikipedia.org/wiki/Abiotic_component,Mesopredator release hypothesis
https://en.wikipedia.org/wiki/Abiotic_component,Omnivores
https://en.wikipedia.org/wiki/Abiotic_component,Optimal foraging theory
https://en.wikipedia.org/wiki/Abiotic_component,Planktivore
https://en.wikipedia.org/wiki/Abiotic_component,Predation
https://en.wikipedia.org/wiki/Abiotic_component,Prey switching
https://en.wikipedia.org/wiki/Abiotic_component,Decomposers
https://en.wikipedia.org/wiki/Abiotic_component,Chemoorganoheterotrophy
https://en.wikipedia.org/wiki/Abiotic_component,Decomposition
https://en.wikipedia.org/wiki/Abiotic_component,Detritivores
https://en.wikipedia.org/wiki/Abiotic_component,Detritus
https://en.wikipedia.org/wiki/Abiotic_component,Microorganisms
https://en.wikipedia.org/wiki/Abiotic_component,Archaea
https://en.wikipedia.org/wiki/Abiotic_component,Bacteriophage
https://en.wikipedia.org/wiki/Abiotic_component,Lithoautotroph
https://en.wikipedia.org/wiki/Abiotic_component,Lithotrophy
https://en.wikipedia.org/wiki/Abiotic_component,Marine microorganisms
https://en.wikipedia.org/wiki/Abiotic_component,Microbial cooperation
